Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
BISVFNHMXVNVMG-UHFFFAOYNA-N,CHEMBL88365,24318,A,8.26,chembl20,932180,10116,DRD2,1171,C1(=CC=CC(=C1)O)N2CCN(CC2)CC3=CC=CC=C3
BIWCHVGMGDYNNS-UHFFFAOYNA-N,CHEMBL2425374,24318,A,6.44,chembl20,981005,10116,DRD2,1171,C1(=C(C=C2C(=C1)CCN3C2CC4=C(C3)C(=CC=C4)OC)OC)OC
BIWLJQPOPQOPKB-KBXCAEBGNA-N,CHEMBL433002,24318,A,7.34,chembl20,63051,10116,DRD2,1171,C=12C(=C3OC=CC3=CC1)CC[C@H]([C@H]2C)N(CCC)CCC
BIWLNMBIJPTJCZ-VJSLDGLSNA-N,CHEMBL2016614,1813,A,5.05,chembl20,813150,9606,DRD2,1171,C1(=NC2=C(C=CC(=C2)Cl)N(NC(CCCCCCCCC)=O)C3=CC=CC=C13)N4CCN(C)CC4
BJBRHHUYMNBENN-PYCFMQQDNA-N,CHEMBL427048,1813,A,6.66,chembl20,382040,9606,DRD2,1171,C1CN(C=2C=CC=CN2)CCN1CC/C(/C3=CC=C(C=C3)F)=N/OC
BJBRHHUYMNBENN-RELWKKBWNA-N,11325334,1813,A,6.77469,pubchem,268994,9606,DRD2,1171,FC=1C=CC(/C(=N/OC)/CCN2CCN(CC2)C3=NC=CC=C3)=CC1
BJEUYJVVERSDAG-UHFFFAOYNA-N,CHEMBL2425377,24318,A,5.16,chembl20,981005,10116,DRD2,1171,C=1C2=C(C=C3C1C4N(CC3)CC=5C(C4)=CC(=CC5)O)OCO2
BJFLRBLSVACLLD-UHFFFAOYNA-N,71453280,1813,A,7.74473,pubchem,694797,9606,DRD2,1171,S(=O)(=O)(NC1CCN(C1)CCOC=2C(C3=CC=CC=C3)=CC=CC2)C4=C(F)C=CC(F)=C4
CNQJZSVOTZPCCU-UHFFFAOYNA-N,CHEMBL60548,24318,A,9.22,chembl20,62888,10116,DRD2,1171,C1=2C(NC(=C1)O)=C(Cl)C=CC2OCCNCC=3SC=CC3
CNRIXYDXYSOWJI-UHFFFAOYNA-N,CHEMBL234029,1813,A,5.48,chembl20,443667,9606,DRD2,1171,C1(=CC=C2N(CC3CCCN(C3)C)C4=C(C=CC=C4)SC2=C1)OC
CNSLJGGREUXDPB-GOSISDBHNA-N,CHEMBL319043,1813,A,7.23,chembl20,62961,9606,DRD2,1171,N1(C(CN2CCN(CC2)CC=3C(=CC=C(C3)OC)OC)=O)[C@@H](CC4=C1C=CC=C4)C
CNYFTYULLUBARK-UYBDAZJANA-N,CHEMBL16252,24318,A,6.09,chembl20,61432,10116,DRD2,1171,C=1(C(=C(OC)C=C(C1OC)CC)OC)C(NCC2N(CCC2)CC)=O
CNYTYKJCKVUZFG-UHFFFAOYNA-N,23631173,1813,A,8.10018,pubchem,298316,9606,DRD2,1171,S(CCCN1CCC2=C(CC1)C=CC(=C2)C3=NOC(=C3)C)C=4N(C(=NN4)C5=CC(OC)=CC=C5)C
CNZSXTHEHFCADJ-UHFFFAOYNA-N,CHEMBL323910,24318,A,5.27,chembl20,62563,10116,DRD2,1171,C12=C(NC=3C1=CC(=CC3)F)CC4N(C2CC4)CC5=C(I)C=CC=C5
CNZZVIOBKWRMHA-HXTKINSTNA-N,CHEMBL45531,24318,A,6.6,chembl20,62241,10116,DRD2,1171,C=1(C(NC2CC3CC(C=4C=CC=CC4)(C)CN3CC2)=O)C(=CC(=C(C1)Cl)N)OC
COAJRUUAHDYFLT-UHFFFAOYNA-N,CHEMBL339190,24318,A,9.22,chembl20,62884,10116,DRD2,1171,C1=2OC(CNCC3=CC=C(C=C3)O)CCC1=CC=C(C2)O
COCBRLNWXSGWJZ-HXTKINSTNA-N,CHEMBL30208,1813,A,5.72,chembl20,60231,9606,DRD2,1171,C=1(C(=C2C=CC=CC2=C(C1)Br)OC)C(=O)NCCN3CCN(CC3)C4=CC=CC=C4
COJAZIUIZFFLJD-UHFFFAOYNA-N,CHEMBL107229,1813,A,5.34,chembl20,60218,9606,DRD2,1171,N1(C(CN2CCN(CC2)CC=3C=CC(=CC3)Cl)=O)C4=C(C=CC=C4C)CC1
CMEKWJGRDHWQSI-LBOYIXSDNA-N,CHEMBL127029,1813,A,6.7,chembl20,60074,9606,DRD2,1171,O1C(C(=O)NCCCCN2CCN(CC2)C3=C(OC)C=CC=C3)=CC=C1C4=CC=C(C=C4)Cl
CMFMZBLAQQULNF-HXTKINSTNA-N,CHEMBL399601,1813,A,5.7,chembl20,453340,9606,DRD2,1171,C1=CC=C2NC=C(C2=C1)CN3CCC(CC3)(C4=CC=C(C=C4)Cl)CNC(C)=O
CMIREZHKYCLJMD-UHFFFAOYNA-N,44438230,1813,A,8.67162,pubchem,305319,9606,DRD2,1171,ClC1=CC=C(C2(O)CCN(CC2)CC=3C=4C(NC3C)=CC=CC4)C=C1
CMKFMAOMSNBJHX-RMNCOEOXNA-N,CHEMBL171894,24318,A,5.73,chembl20,61427,10116,DRD2,1171,C1(=C(C(Br)=CC(=C1OC)OC)OC)C(NC[C@@H]2N(CC=3C=CC=CC3)CCC2)=O
CMKNDZODKSREHV-UHFFFAOYNA-N,CHEMBL149240,24318,A,6.44,chembl20,58226,10116,DRD2,1171,C1(=NC=2C(=NC=CC2)OC=3C1=CC(=CC3)Cl)N4CCN(CC4)C
CMKZLXVPTDYVOB-PKRZOPRNNA-N,CHEMBL187804,1813,A,5.1,chembl20,303537,9606,DRD2,1171,C(C1=CC=C(C=C1)C2=CC=C(C(NC3CN(CC=4C=CC=CC4)CC3)=O)C=C2)(F)(F)F
CMPVSRKCPJUIRW-UHFFFAOYNA-N,CHEMBL135285,24318,A,8.96,chembl20,62884,10116,DRD2,1171,C1=2OC(CNCC=3C=CN=CC3)CCC1=CC=C(C2)O
CMQWXVYRAOSKGY-UHFFFAOYNA-N,CHEMBL2112285,1813,A,6.92,chembl20,60373,9606,DRD2,1171,C(C(C1=CC=C(C=C1)Cl)=O)C(C2CCN(CC2)CC3=CC=CC=C3)=O
CMTLMUAHYIMWAR-VQIMIIECNA-N,CHEMBL104571,1813,A,6.38,chembl20,794949,9606,DRD2,1171,C1=2[C@H]3C4=C(C=CC(=C4)CC)CN[C@@H]3CCC1=CC(=C(C2)O)O
BZZOYRXQTHGWNC-HPHMPNDVNA-N,CHEMBL2326480,1813,A,7.47,chembl20,939641,9606,DRD2,1171,C=1C2=C(C=C3C1CCN(CC3)CC4=CC=CC(=C4)OC)SC(=N2)N
CAALEIZWPZRHJM-NXKYHRKENA-N,CHEMBL197982,1813,A,6.54,chembl20,320746,9606,DRD2,1171,C=1(SC=2C(CCN3[C@@H](CN(CC3)C4=C5C(C=C(C=C5)F)=CC=C4)C)OCCC2C1Cl)C(=O)N
CABPVRYEFMWZCX-UHFFFAOYNA-N,45273334,1813,A,7.10002,pubchem,426179,9606,DRD2,1171,O=C1N(CCN2CC=3C(C2)=CC=CC3)CCN1C=4C=C(C(C)C)C=CC4
CALYWAMIHCNUMA-UHFFFAOYNA-N,CHEMBL3287399,1813,A,8.21,chembl20,1364909,9606,DRD2,1171,C1=2C=CC(=CN1N=CC2C=O)OCCCCN3CCN(CC3)C=4C(=C(C=CC4)Cl)Cl
CANPFCFJURGKAX-CVHMOXCMNA-N,107995,24318,A,9.58336,pubchem,65751,10116,DRD2,1171,IC=1C(O)=C(C(=O)NC[C@H]2N(CCC2)CC)C(OC)=CC1
CANPFCFJURGKAX-CVHMOXCMNA-N,CHEMBL267723,1813,A,8.38,chembl20,457317,9606,DRD2,1171,C1(=C(C(=CC=C1OC)I)O)C(=O)NC[C@H]2N(CCC2)CC
CANPFCFJURGKAX-HCKMINDGNA-N,CHEMBL8475,24318,A,9.37,chembl20,61936,10116,DRD2,1171,C1(C(NCC2N(CCC2)CC)=O)=C(C(I)=CC=C1OC)O
CANPFCFJURGKAX-SOYLSIERNA-N,CHEMBL8674,24318,A,7.52,chembl20,63034,10116,DRD2,1171,C1(C(NC[C@@H]2N(CCC2)CC)=O)=C(C(I)=CC=C1OC)O
CAQUTUYOOHXKBM-UHFFFAOYNA-N,CHEMBL1803054,1813,A,8.14,chembl20,755709,9606,DRD2,1171,N1(CCN(CC1)CC2=CC(=C(OCCCC=3N=NN(C3)CCCCCCCCN4C=C(CCCOC5=C(C=C(CN6CCN(C7=C(C=CC=C7)OC)CC6)C=C5)OC)N=N4)C=C2)OC)C
CASUKCWJIMZQFD-LQFNOIFHNA-N,44591086,1813,A,6.23062,pubchem,392765,9606,DRD2,1171,ClC1=CC=C(C2(O)CC3N(C(C2)CC3)CC=4C=5C(NC4)=NC=CC5)C=C1
CHGXPKZHRZIZSQ-UHFFFAOYNA-N,60165413,1813,A,6.19246,pubchem,663605,9606,DRD2,1171,S1C(=NC=2C1=CC=CC2)C(=O)CCCCN3CCC(CC3)C4=CC=CC=C4
CHIWZHUPHKIHAQ-PKRZOPRNNA-N,44415606,1813,A,5.86044,pubchem,270276,9606,DRD2,1171,ClC=1C=C2C(N3CCN(CC3)C)=NC=4C(N(NC(=O)C5=CC(OC)=CC=C5)C2=CC1)=CC=CC4
CHKVHTHJMWJGNJ-QWOVJGMINA-N,CHEMBL273711,24318,A,5.11,chembl20,62419,10116,DRD2,1171,N12C(=NC3=C1C(=CC=C3)CC(N(CC4CC4)CC5CC5)C2)O
CHOFOIZYGVGSTB-AWHHBVKZNA-N,CHEMBL2298821,1813,A,7.48,chembl20,932187,9606,DRD2,1171,C1CN(C2=CC=C(C=C2)OC)CCN1CCCC=3C=C4C(NC(=N4)S)=CC3
CHOFOIZYGVGSTB-ORVKFNBTNA-N,11429008,1813,A,7.48149,pubchem,1113286,9606,DRD2,1171,SC=1NC2=CC(CCCN3CCN(CC3)C4=CC=C(OC)C=C4)=CC=C2N1
CHPQXURJLAVZHE-UHFFFAOYNA-N,CHEMBL338710,24318,A,8.8,chembl20,62422,10116,DRD2,1171,N1C=C(CCCCN2CC=C(CC2)C=3C=CC=CC3)C=4C1=CC=C(F)C4
CHQUPBFWSFLZTG-UHFFFAOYNA-N,CHEMBL123121,24318,A,6.69,chembl20,61416,10116,DRD2,1171,C1(=NSC=2C1=CC=CC2)N3CC(C)N(CC3)CCCCN4C(CC5(CC4=O)CCCC5)=O
CHUTWLUGUSZHNG-UHFFFAOYNA-N,CHEMBL243709,1813,A,6.4,chembl20,446342,9606,DRD2,1171,C1=CC2=C(CCN(CC2)CCCSC3=NN=C(N3C)C=4C=CC=CC4)C=C1C5=NOC(=C5)C
CHUWNLPOBRVCIL-UHFFFAOYNA-N,CHEMBL57945,24318,A,9.0,chembl20,63037,10116,DRD2,1171,N1C(=CC=C1CN2CCC(C3=C(OC)C=CC=C3)CC2)C=4C=CC=CC4
CHWGPAKCKQJKJN-UHFFFAOYNA-N,CHEMBL73979,24318,A,6.75,chembl20,62095,10116,DRD2,1171,C(C=1C=CC(=CC1)F)(C2CCN(CC2)CCC=3C=CC(=CC3)I)=O
CHYHMJYTWVQCFW-UHFFFAOYNA-N,44431564,1813,A,7.30103,pubchem,296253,9606,DRD2,1171,S(=O)(=O)(NC1CCC(N2CCN(CC2)C=3C(OC(C)C)=CC=CC3)CC1)C4=C(OC)C=CC(=C4)C
CHYHMJYTWVQCFW-YHBQERECNA-N,CHEMBL233623,1813,A,7.3,chembl20,444279,9606,DRD2,1171,C1CN(CCN1C2=C(C=CC=C2)OC(C)C)[C@@H]3CC[C@H](CC3)NS(C4=C(C=CC(=C4)C)OC)(=O)=O
CHYHMJYTWVQCFW-ZRZAMGCNNA-N,CHEMBL393725,1813,A,6.96,chembl20,444279,9606,DRD2,1171,C1CN(CCN1C2=C(C=CC=C2)OC(C)C)[C@@H]3CC[C@@H](CC3)NS(C4=C(C=CC(=C4)C)OC)(=O)=O
CHZUEGVOEFMIJH-UHFFFAOYNA-N,73355415,1813,A,5.24603,pubchem,772790,9606,DRD2,1171,N(CC12C3C4C1C5C2C3C45)C6C7C8C9C7CC%10C6C8CC9%10
CHZUEGVOEFMIJH-ZKRSMWHSNA-N,CHEMBL2432039,1813,A,5.25,chembl20,985425,9606,DRD2,1171,C12C3C4C1C5C4C3C25CN[C@@H]6C7C8C9C6C%10C(C8C7C%10)C9
COKSKIXACCXTRS-UHFFFAOYNA-N,CHEMBL270239,1813,A,6.0,chembl20,465004,9606,DRD2,1171,C1=CC=C2C(=C1C=3N(C(SCCC(N4CCC=5C(CC4)=CC6=C(C5C)OC(=N6)C)C)=NN3)C)C=CC(C)=N2
COLMLJLOZPVXNR-INIZCTEONA-N,CHEMBL2057454,1813,A,5.15,chembl20,830332,9606,DRD2,1171,C=1(C(=C(C=2[C@H]3N(CCC2C1)CC4=C(C=C(C=C4OC)OC)C3)OC)O)OC
COOVPPBNHHFYDF-UHFFFAOYNA-N,19437824,24318,A,8.30103,pubchem,61453,10116,DRD2,1171,S1C2=C(N(CCN3CCC(CC3)C(=O)C=4C=CC(F)=CC4)C1=O)C=CC(CCN5CCN(CC5)C=6C(OC)=CC=CC6)=C2
CORRNILCUDTMSS-UHFFFAOYNA-N,45268070,24318,A,6.80134,pubchem,425415,10116,DRD2,1171,OC1=C2CCC(N(CCN3CCN(CC3)C(=O)C4=CC=5C(N=C4)=CC=CC5)CCC)CC2=CC=C1
COSIKLPCGWBEMS-UHFFFAOYNA-N,CHEMBL138289,24318,A,6.49,chembl20,62392,10116,DRD2,1171,N1(C2=C3C(C=CC=C3)=CC=C2)CCN(CC1)C4CC=C(CC4)C=5C=C(OC)C=CC5
COVIQEUSJLVEHL-UHFFFAOYNA-N,CHEMBL398181,24318,A,5.11,chembl20,442634,10116,DRD2,1171,C1=C(O)N(CCCCN2CCN(CC2)C3=CC=CC(=C3)Cl)C(O)=C1
COYBCQFIVNQGKW-UHFFFAOYNA-N,CHEMBL69414,24318,A,7.88,chembl20,58545,10116,DRD2,1171,C12=C(OCC(C1)N(CCC)CCC)C=CC(=C2)O
COYPPYFVEXHGJK-MPIMZMORNA-N,11725909,1813,A,6.48149,pubchem,61315,9606,DRD2,1171,ClC=1C=C2NC(=NC2=CC1)C=3CCN(CC3)CC4=CC=C(Cl)C=C4
COZFSYRFFSZJDT-UHFFFAOYNA-N,CHEMBL104498,1813,A,5.23,chembl20,62962,9606,DRD2,1171,N1(C(CCN2CCN(CC2)CC=3C=CC(=CC3)Cl)=O)C4=C(C=CC=C4)CC1
COZOLDKSYVOKCH-UHFFFAOYNA-N,CHEMBL111006,1813,A,5.38,chembl20,60069,9606,DRD2,1171,C=1(N(C2=CC=CC=C2N1)CC3=CC=C(C=C3)Cl)SCC4=CC=C(C#N)C=C4
CPBVYXALZPNTBE-UHFFFAOYNA-N,CHEMBL324445,24318,A,7.14,chembl20,62559,10116,DRD2,1171,C1(=CCN(CC1)CCC#CC2=C3C(C=CC=C3)=CN=C2)C=4C=CC=CC4
CPDKHEPGGZULPR-UHFFFAOYNA-N,CHEMBL553327,1813,A,8.64,chembl20,302616,9606,DRD2,1171,N1(C2CC(CC1CC2)(C3=CC=CC=C3)O)CCCC(C=4C=CC(=CC4)F)=O
CIXHJOHVILFKGB-UHFFFAOYNA-N,CHEMBL2112375,1813,A,5.5,chembl20,61627,9606,DRD2,1171,N1(C=2C=CC(=CC2)Cl)CCN(CC1)CCNC3C=4C(=C(OC)C=CC4)CCC3
CIYMLKKXWWZEQT-ZSWWDKBRNA-N,44405466,1813,A,5.35067,pubchem,257526,9606,DRD2,1171,S1C(C=2C=CC(C(=O)N[C@H]3CCN(C3)CC4=CC(OC)=CC=C4)=CC2)=CC=C1
CJAGBXFYKKOMOU-CAKMTQNUNA-N,11249540,1813,A,7.97469,pubchem,238642,9606,DRD2,1171,IC1=C(C(=O)NC/C=C/CN2CCN(CC2)C3=C(Cl)C(Cl)=CC=C3)C=CC=C1
CJBOQCANXATUMA-UHFFFAOYNA-N,CHEMBL274781,24318,A,6.94,chembl20,62873,10116,DRD2,1171,C12=C(C3=CC=CC=C3N1)CCN(C2)CCC4=NC5=CC=CC=C5C=C4
CJBOUVOUANDQQO-LILDFLRNNA-N,90645296,1813,A,7.03012,pubchem,1157841,9606,DRD2,1171,O(C(C)(C)C)C(=O)NCCN1CCN(CC1)C=2C(OC)=CC=CC2
CJBYLTVVRIPQAN-GDBMZVCRNA-N,73057094,1813,A,7.74473,pubchem,1060973,9606,DRD2,1171,O1[C@H]2[C@H](N(CC3CC3)CC1)CC=4C(C2)=C(O)C=CC4
CJBYLTVVRIPQAN-HOCLYGCPNA-N,67005294,1813,A,5.85387,pubchem,1060973,9606,DRD2,1171,O1[C@@H]2[C@@H](N(CC3CC3)CC1)CC=4C(C2)=C(O)C=CC4
CJGRIFQTJRPEFT-SREBMQDQNA-N,CHEMBL318249,24318,A,7.37,chembl20,62077,10116,DRD2,1171,N1(C=C(C2CCN(CC2)CCN3C(NCC3)=O)C=4C1=CC=C(C=5N=NN(C5)CC)C4)C6=CC=C(C=C6)F
CJGUBEHBJWODAS-UHFFFAOYNA-N,66801354,1813,A,5.14267,pubchem,1152669,9606,DRD2,1171,S(=O)(=O)(NCCCN1CCN(CC1)C2=NOC3=C2C=CC=C3)C4=CC=5C(C=C4)=CC=CC5
CJKPENGZQFFKLK-UHFFFAOYNA-N,CHEMBL85362,24318,A,8.28,chembl20,62391,10116,DRD2,1171,C=12CC(N(CCC)CCC)CC1C=CC=C2O
CJMJDAAXKOQSCO-UHFFFAOYNA-N,10380133,1813,A,5.30103,pubchem,447771,9606,DRD2,1171,S(=O)(=O)(C=1C=2C(N(C1)CCN)=NC=CC2)C3=CC=CC=C3
CJOFMPAUHPDCBS-UHFFFAOYNA-N,CHEMBL2425369,24318,A,6.73,chembl20,981005,10116,DRD2,1171,C=1(C(=CC2=C(C1)CCN3C2CC=4C(C3)=CC=C(C4)O)O)Cl
CJONMKUBCIENBK-GRXIUPKXNA-N,CHEMBL53320,24318,A,7.72,chembl20,62231,10116,DRD2,1171,C1(C(N[C@H]2CN(C3CCCCCC3)CC2)=O)=C(C=4C=CC=CC4C(=C1)Br)OC
CJONMKUBCIENBK-NBVVHLFCNA-N,CHEMBL54667,24318,A,8.74,chembl20,62231,10116,DRD2,1171,C1(C(N[C@@H]2CN(C3CCCCCC3)CC2)=O)=C(C=4C=CC=CC4C(=C1)Br)OC
CNARPAZVQVCVGJ-LQFNOIFHNA-N,CHEMBL342060,1813,A,6.92,chembl20,61809,9606,DRD2,1171,N12C(C=C(C=C1)C(=O)NCCCCN3CCN(CC3)C4=C(OC)C=CC=C4)=CC=N2
CNAWUGXPLJMOSN-AZZOHTOPNA-N,CHEMBL325818,1813,A,6.38,chembl20,60054,9606,DRD2,1171,C=1(C(=C2C=CC=CC2=C(C1)Br)OC)C(NC[C@H]3CN(CC4=CC=CC=C4)CC3)=O
CNFWITKOFBJCHE-UHFFFAOYNA-N,792584,1813,A,6.59346,pubchem,767067,9606,DRD2,1171,O(C=1C(N2CCN(CC2)CC3=CC=CN=C3)=CC=CC1)CC
CNGQSMFIQRDDKI-UHFFFAOYNA-N,15508240,1813,A,5.20066,pubchem,64669,9606,DRD2,1171,N1(CCC(N2C(=CC=C2)C#C)CC1)CC3=CC=CC=C3
CNGYVYFFHPYXBY-UHFFFAOYNA-N,25130829,1813,A,7.07002,pubchem,391273,9606,DRD2,1171,FC=1C=C2ON=C(C3CCN(CC=4C=C5OCC(C5=C(O)C4)C(OC)=O)CC3)C2=CC1
CNIUTIHLBNEOKA-PKRZOPRNNA-N,CHEMBL1774542,1813,A,6.71,chembl20,747602,9606,DRD2,1171,N(C(C=1C=CC2=C(C1)C=CC=C2)=O)CCC(F)CN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
CNKNJMJEVKMFAR-UHFFFAOYNA-N,CHEMBL389357,1813,A,7.61,chembl20,491080,9606,DRD2,1171,C1(OC)=CC=C2C(=C1)CCCN(CCC3=C(C2)C=CC=C3)C
CNMSAIQUKYYMGN-BYYGHKANNA-N,CHEMBL310577,1813,A,7.92,chembl20,58455,9606,DRD2,1171,C(C=1SC=CC1)(N[C@@H]2CC[C@@H](CCN3CCN(CC3)C=4C=C(OC)C=CC4)CC2)=O
CNNRPXDUHKLPGW-NGRWLJPCNA-N,CHEMBL3084515,1813,A,8.97,chembl20,538660,9606,DRD2,1171,[C@@H]12N([C@@H](CC1)C[C@](O)(C3=CC=C(C=C3)Cl)C2)CC4=COC=5C4=CC=CC5
CNNRPXDUHKLPGW-QIDMFYOTNA-N,25130157,1813,A,8.97469,pubchem,390631,9606,DRD2,1171,ClC1=CC=C(C2(O)C[C@H]3N([C@@H](C2)CC3)CC=4C=5C(OC4)=CC=CC5)C=C1
CFOLDWHTVLAWTI-QWOVJGMINA-N,13314232,24318,A,9.20066,pubchem,65735,10116,DRD2,1171,O=C(NC1CCN(CC1)CC2=CC=CC=C2)C3=C(OC)C(OC)=CC=C3
CFSCHFKQAOMNAI-ITMJEXRZNA-N,CHEMBL3084420,24318,A,6.0,chembl20,770979,10116,DRD2,1171,[C@@H]12N(CC=3OC=CC3)[C@@H](CC1)C[C@@H](C2)NC(=O)C=4C=CC=CC4OC
CFSCHFKQAOMNAI-WSRRNNNLNA-N,54772067,24318,A,6.0,pubchem,620968,10116,DRD2,1171,O1C(CN2[C@H]3CC[C@@H]2CC(NC(=O)C4=C(OC)C=CC=C4)C3)=CC=C1
CFUYCRNXBBKXTF-UHFFFAOYNA-N,CHEMBL60122,24318,A,7.7,chembl20,62547,10116,DRD2,1171,C(N1CCCCC1)(C2=CC(CN3CCN(CC3)C4=C(OC(C)C)C=CC=C4)=CC=C2)=S
CKLAPTDGXNWXQT-HXTKINSTNA-N,49781894,1813,A,8.21467,pubchem,517792,9606,DRD2,1171,S1C2=C(C(N3CCN(CC3)C)CC=4C1=CC=CC4)C=C(C=C2)CNC(=O)C(C)(C)C
CKLFEYSBTIDHIS-FARCUNLSNA-N,CHEMBL440606,24318,A,5.57,chembl20,62091,10116,DRD2,1171,C1(=C(OC=2C(C1=O)=CC(=CC2)OCCC/C=C/CN3CCC(CC3)O)C=4C=CC=CC4)C
CKLPMHPQYVCYLL-LELJVTLKNA-N,CHEMBL2029924,1813,A,6.56,chembl20,820053,9606,DRD2,1171,C(CC=1C=CC=CN1)(=O)NC=2C=C(C=CC2)CCN3CCN(CC3)C=4C=CC=CC4
CKPAPDLVEHXFQY-QWOVJGMINA-N,CHEMBL1270013,24318,A,6.6,chembl20,675651,10116,DRD2,1171,C1(=CC(=CC=C1)OC)C(=O)NCCN2CCN(C=3C=4C(ON3)=CC=CC4)CC2
CKZRNAAKFUZSKI-GOSISDBHNA-N,CHEMBL317670,1813,A,6.15,chembl20,62961,9606,DRD2,1171,N1(C(CN2CCN(CC2)CC=3C=C(F)C(=CC3)C)=O)[C@@H](CC4=C1C=CC=C4)C
CLBZXLQZQXTQMX-UHFFFAOYNA-N,CHEMBL540575,1813,A,6.6,chembl20,58219,9606,DRD2,1171,C1=2C(CN(CCC1=CC(=C(C2)O)O)CC=C)C=3C=CC(=CC3)O
AZTBUJYRTXIDPA-UHFFFAOYNA-N,9977670,24318,A,9.31069,pubchem,65750,10116,DRD2,1171,ClC1=CC=2CCCOC2C(OCCNCCCCC3=CC=C(OC)C=C3)=C1
AZTPXOVZDKZKIX-SPEPDGBUNA-N,CHEMBL331209,24318,A,7.35,chembl20,61577,10116,DRD2,1171,O1C=2C(=CC=CC2)OCC1CN3CCC(CC3)CCNC(NCC4=CC=CC=C4)=O
AZTUVZSKZZUSFU-YOKYMGTQNA-N,CHEMBL1688997,1813,A,7.23,chembl20,735243,9606,DRD2,1171,C1CN(CCN1C/C=C/CNC(C=2C=CC(=CC2)OCCOCCF)=O)C=3C(=CC=CC3)OC
BACQGYHNOMRIBQ-CKFYMFOVNA-N,CHEMBL364181,24318,A,7.0,chembl20,305865,10116,DRD2,1171,C=12C=C(C(=O)N)C=CC1NC=C2CCCCN3CCN(CC3)C4=C(C=C(C=C4)OC)OC
BAGJQDYWVPCFCU-HXTKINSTNA-N,CHEMBL182379,1813,A,7.57,chembl20,303088,9606,DRD2,1171,C=1C(=C(C=CC1)N2CCN(CC2)CCCCNC(C=3OC4=C(C3)C=C(C=C4)I)=O)OC
BAJOTSCRNKRKED-HVXXBKQBNA-N,CHEMBL118636,1813,A,6.3,chembl20,61638,9606,DRD2,1171,N1=C(SC=2C1=CC=C3CC(CC23)N(CCC)CCC)N
BAJOTSCRNKRKED-HVXXBKQBNA-N,CHEMBL118636,24318,A,7.73,chembl20,61788,10116,DRD2,1171,N1=C(SC=2C1=CC=C3CC(CC23)N(CCC)CCC)N
BALZWNJGDNTUFK-UHFFFAOYNA-N,CHEMBL348150,24318,A,7.47,chembl20,58532,10116,DRD2,1171,N1(C(SC2(C1=O)CCCC2)=O)CCCCN3CCN(C=4C(C#N)=CC=CN4)CC3
BSWBATABCUZHGT-UHFFFAOYNA-N,CHEMBL231182,1813,A,7.33,chembl20,446290,9606,DRD2,1171,C1=CC2=NC(=CN2C=C1C)C3=CC=C(C=C3)OCCCCN4CCN(CC4)C5=CC=CC=C5OC
BTEINZDTJWUOFJ-XRJCTRHONA-N,CHEMBL87187,1813,A,7.96,chembl20,60063,9606,DRD2,1171,N1(C2=C3N=CC=CC3=CC=C2)CCN(CC1)CCC=4C=CC(C5=NC(N)=CC=C5)=CC4
BTFSLEXEAAFSHO-UHFFFAOYNA-N,CHEMBL354699,1813,A,6.66,chembl20,60200,9606,DRD2,1171,N12C(C(N3CCN(CC3)CC=4C(=CC=C(C4)Cl)OC)CCC5=C1C(=CC=C5)CC2(C)C)=O
BTGAJCKRXPNBFI-HNNXBMFYNA-N,CHEMBL330274,24318,A,7.42,chembl20,62424,10116,DRD2,1171,C=1C=C2C3=C(C(=CC=C3C[C@@H]4N(CCC(C1)=C24)CCC)O)O
BTGAJCKRXPNBFI-OAHLLOKONA-N,167715,24318,A,9.74473,pubchem,569897,10116,DRD2,1171,OC1=C2C3=C4[C@H](N(CCC4=CC=C3)CCC)CC2=CC=C1O
BTGAJCKRXPNBFI-OAHLLOKONA-N,CHEMBL225230,1813,A,15.0,chembl20,59782,9606,DRD2,1171,C=1C=C2C3=C(C(=CC=C3C[C@H]4N(CCC(C1)=C24)CCC)O)O
BTJHDQFIFDTGOW-UYBDAZJANA-N,CHEMBL2207493,1813,A,6.43,chembl20,881852,9606,DRD2,1171,C=1(N(C2=C(N1)C=C(C=C2)Cl)C3CCN(CC3)CCC)O
BTLAJQAIHGUMKQ-OXJNMPFZNA-N,CHEMBL41809,24318,A,5.75,chembl20,61448,10116,DRD2,1171,C12=C(SC(=C1)CCC(C)C)CN[C@@H]3[C@@H]2C=4C(=CC(=C(C4)O)O)CC3
BTNRAFHTPKZOBC-UHFFFAOYNA-N,24754540,1813,A,7.66354,pubchem,312282,9606,DRD2,1171,OC=1C=C2CC(N(CCCCN3CCN(CC3)C4=CC=CC=C4)CCC)CCC2=CC1O
BTOJYCTUJJHANF-WMLDXEAANA-N,6604756,24318,A,7.82391,pubchem,65898,10116,DRD2,1171,O(C=1C=2CC[C@@H](N(CCC)CCC)[C@H](C2C=CC1)C)C
BTOJYCTUJJHANF-WMLDXEAANA-N,CHEMBL278751,1813,A,7.89,chembl20,59890,9606,DRD2,1171,C1=2[C@@H]([C@H](N(CCC)CCC)CCC1=C(OC)C=CC2)C
BRFFPGSHDFIFKS-HPHMPNDVNA-N,CHEMBL141614,24318,A,6.58,chembl20,62391,10116,DRD2,1171,N1=C(SC=C1CCN(C2CC3=CC(OC)=C(C=C3C2)OC)CCC)N
